"i_move_id","i_pid_start","i_pid_end","geometry"
63,36786,36956,"01020000206A08000033000000EACA9A5A05282C412EDDADEE5DA058414269194800282C41D56485F037A0584129F67D3726212C41DE3C556F34A05841A75E0794201F2C41C612D0CB27A05841E472D205A71E2C415452DE7929A058418E4D68643C1E2C41191466F42DA05841D6B207665B1C2C41BA3FA1CC28A05841E257CC3CFE1B2C4109D79F6E32A05841766FC26D1C1B2C41152213243DA058410AFF2F1573192C416A6F390B3FA05841C309F33975172C41E4A2A40E51A05841F26931121C162C4192BFDC2451A058419583E57CE5142C415DCE47235FA0584148590AD698132C41D27750BC5CA058416C4F9C90FA122C41B1F41D2A63A058416B859C0F71122C41D8CDCD236CA058414835ABB40F122C413E0569C676A0584143980407F6112C41C45C37B68FA05841FAF198D8AA112C41C511817EA9A0584199C22F261F112C4151410776B7A0584166975AB481102C41B468B064B6A05841E1A23166E50F2C4179757F3AB2A05841A66A24484A0F2C41223B17D2B6A05841522D4211A60D2C41FB3C28E7D6A058411D11E9A8210D2C41D31414B8E9A05841B1DA5263090D2C4172681CA4F2A05841EBC19EA5AD0C2C412A495B2C39A158417F1CEBCBBB0C2C415B7C00CA63A158411BC84E7E6D0C2C4189A9204F81A1584189F4D13C710C2C4174CF73DD8FA158413F350B1F940C2C414E9A870AA5A158415F34CC7E8C0C2C4118E99909B3A158419621E8B7350C2C412E24F9E3D0A158414C927D9BED0B2C412264E1F1DFA1584130E5EB38850B2C4196AD492EEFA158418C6E2112090B2C413CDA9EFCFCA15841A6243F87EF092C411BDB2D0412A25841A81687F058092C41AE551C4519A258410498C0016B072C41D2A94D0215A25841184C668727072C41323B41DBAEA2584161B99C2142072C410FFD0739E4A258410E9EEA4E37072C416813C1C656A3584166F3FBEB2A072C419704E9B275A35841C8C1469308072C413533717A94A358419F42746B30072C41735EFE4E72A4584118998C6177032C41BCA5E68773A45841A32DF4E78CFF2B41ACD2E5B956A458413852D6D074FD2B410962CFB24AA45841B8CED3B1FFFC2B41EDFEE63F46A4584179084A98DFFC2B41FC2CDBA748A45841802A6173ACFC2B41D8BD782554A45841"
64,38470,38477,"01020000206A0800000400000066A428DDFDFC2B4147C3EAB95BA45841ECF55E34A4FC2B414D7DC27856A458417AE9C537ABFC2B41DEA864375DA45841F44D4D67B1FC2B413CDC04F757A45841"
65,38484,38692,"01020000206A0800001F0000005DFA3218B4FC2B414CBAD7C556A45841E23A6D92ACFC2B41C0A5119555A45841285BAA4B47FC2B41BB4B94E977A45841CB16FBFDE2FA2B41B82057E172A458419515982249FA2B413C9E7ABB5FA458414CEC43FFC0F82B41BFCE8C1526A4584146EF008959F22B417590AD3A4DA35841BC3F71D180EE2B41915FE183D0A258410BB4A4BEA4ED2B41DC3871D3BDA25841C0BB417F9CEA2B4141ED24C282A25841BA230C7C34E92B418D2CD8AF67A258418C5C850619E92B41B5BE918567A25841C670EED099E82B419F10FACF5BA25841643C23E86AE82B41B2F2FB9A3DA25841E7D127C0A3E82B419793A33333A25841E7B966C791E82B417278A3262DA258415C5451858CE82B41DE4D4F5108A2584190EA33BD9EE82B41F031561203A25841C2C3575EADE82B41A35CD185B7A15841E912C50BDBE82B4154A4A3546EA158414615362CD1E82B41443C777666A15841472CFC33F9E82B4142C72BA90EA15841226967781EE92B413B3B725FECA058411FF884E13EE92B412ED05D1F9EA0584146133CE122E92B410668509593A058412B375860D7E82B410F962E198DA05841927892B3E7E72B418A0984E78AA058411F71A73376E72B41A083E35D85A05841A6BA8EF92EE72B41FFE19CC77AA058411A12485B1AE72B41A35570376DA0584154AE757231E72B4174FA83E128A05841"
68,38924,39176,"01020000206A08000055000000B59390A09CE62B41936C26972CA058417F8097EDE0E62B41BBEA86EB1AA05841972219F8D3E62B41E9FAA8661AA05841B08823483DE72B41D7743B5B1DA05841642D402849E72B41BA447A361AA0584164E777147BE72B4119DBB809CC9F5841529CEB3BA5E72B417E943387599F5841E282B215CEE72B419F4E8EDC559F5841ABA7BD559AE82B4136316770579F5841D1EB054581EA2B41EB5320174D9F58419F3E025F9CEA2B416D3EA75A419F58410F6760E1B8EA2B41CAD04337F09E5841C56BBA0496EA2B4148700FA8E89E58419B150E089DEA2B4155EB1E6DDF9E58418AF26D5CC2EA2B41A8AB3183D69E58411B281986DBEA2B4115762659B69E584141BBBDC2D9EA2B4101A4F069B09E58414C449F0CC5EA2B41000EA097AD9E584188CEB81313EC2B41B86F9B68AA9E58416503EDC58DED2B41B5C59E81BD9E5841DA7772EF12EF2B4163D1C74CD69E58414B698A50AFF02B4188E991DFF89E58414D3B894F21F22B4194DC48B3219F58417AC18D36EDF22B41B4ABBE063D9F584125666D7C85F62B417BB59080DB9F58411B166A2CADF82B4187059FC63EA0584130BA8BA196FB2B4198560F3EDDA058414279542C73FD2B41126470202BA158410015B17982FE2B4157DFA5224FA15841C38E930D4F002C4107B168A281A15841A452D85065032C417B973EAECEA15841D8EE9B8000052C41BB6F669BFEA15841F700802E0B062C4193FA3CAE0BA258413640087C68062C418D96D2C415A25841701AF3DC85072C411E8058AC12A258410509F6562A092C41C65F342819A2584144651C91B4092C4109DBC9DB14A258415B7B1EE93E0A2C41656791700CA25841B9BD27BD1B0B2C41DF6A84F7F9A15841D1C9E42AA30B2C41E5710157E9A15841B0102D93DE0B2C41C4A77D5EDFA15841D2E252FC3D0C2C41B7FE78F6C8A158419CB423F25D0C2C419B5BEC12BBA158414ECF41F9710C2C41D8189834A7A15841A148E7454A0C2C4168D4113188A15841ACE3B9BE5C0C2C41B184A7C07AA158413EFD2D12900C2C41BBF501F36CA158417E2BA5279F0C2C4190F1D4855EA1584192F5C4C08C0C2C4164DE2D9A3AA1584164912795950C2C41133B380E2CA158416954C199D70C2C414082AA0FFAA0584175D947550E0D2C418BC8A67EE9A05841B01C15196A0D2C4158EF287BDAA058410DF7DDC3EA0D2C4140B0C255CFA05841B0A4D2E2020F2C4172B857CDBCA0584155E4F55A970F2C4192A9F19FB7A0584112579DE9BC102C412ED73BC2BEA058419F0693D946112C41CE2C40D7B8A05841A8296DF4A2112C4106073186AAA058410F3E8F2AEA112C4193B1BBF183A05841C4677B424E122C4150D3135973A0584170AD13FCD5122C413F2ECA5368A05841FC2A303969132C4113FC01FD61A05841D9F26ADE04142C4152230BCF64A0584186C3DD5DA6142C41D9EB948D64A058410A86CCE03A152C41A05CE76E5DA058413A7B5F5ABC152C41560E362554A05841EA3B273F47162C417D89959A4EA0584142BE354A7B172C414C59BF2A4EA0584128614EA893182C410E99831645A05841D22E780C9E192C415C20C4CE36A05841162A1563BC1A2C4130B9FF3A36A05841F5FF5166D71A2C41573301AD3BA058417A2129E4B91C2C41EBAE3F7126A05841B4C93FAC231E2C41D53BC3552DA058416C3FD60D871E2C41FB48D18B28A058418C4BE47C721F2C41432F4F3528A05841087980C4DC1F2C41EB30734B2CA05841A6A1475143212C41254DD6A531A05841B27E9CD722222C411365970939A05841E4F24AC4CD272C41EA713B972EA05841935717F5D2272C41230DF3303FA058410364B76B01282C412E53F62147A05841402D83C854282C413676772A50A058416EEC136051282C4116F47D7757A05841"
69,40585,40639,"01020000206A080000100000004551EF6E39282C418D125BF855A05841BAF0003B5E282C411B007A8156A058414D55212F78282C412EA545D352A05841564900D5FD282C410300D19336A05841AA4C609D99292C41DDB0B60A23A05841431BA7533B2A2C414D784BA907A05841F26F1726F92A2C41985E029FF09F5841FE235EA6842B2C41A862D5C7D79F5841E0FE01C8D22B2C41D16D048BBA9F584156AB72E5C02B2C41A404670B529F58414EF460D16C2B2C41C7EA6856389F58412B9E74530D2B2C41935B0A23299F5841F1B41C5B0A2B2C4195228EDC1A9F58410E26B851F52A2C4116AB25E5129F5841E465547FFF2A2C4175EB413A119F5841455A17C4E52A2C4141ED8244089F5841"
70,40767,40980,"01020000206A080000510000004C1E0A13F82A2C4144B6B184119F5841823441A2972A2C4103B183DE029F584128CF3E61262A2C41C19C79ABE69E58410BBF467B252A2C41636A1698C29E5841CFF619C85F2A2C41DB9ED4D0B19E58412E2CBE3B5E2A2C41B7EAC9FA669E5841621DC8C0412A2C4134877B27579E5841A44FE210C7292C4140BA760F399E584120FFF82BF9292C41CCB4D5EF199E5841763B8CC785282C41CA515313EB9D58413779AF5C82252C41B6FA90F2DB9D584169E55851F7252C41C186DEB1129E58418CFC428CF6252C41F82EFF08199E5841D4C47C909D252C41FF459D6B399E5841331D4FF239252C413A840B31519E5841E5875F0E25252C416C105091749E58414A5BE17CF3242C411D571EC4889E58410A6441D697242C4127F1688B9C9E58417BA2854316242C41153A4D48AD9E5841BFCD24237D232C41DDFC9C67B89E5841C1F11FA8F0222C4160C54DF3129F5841E0840070A9222C411FF60FAA5E9F5841A78854F820222C41B0511BAB709F58414C38248629212C4152EB94268D9F584189AFD79241202C411EBB30789F9F5841FCE5F4D2F81E2C418466D2A0C29F58415E8FE8DAC51D2C41F7419254EA9F5841304D5262821D2C41373B452EFC9F584128BA8A68181D2C418FF4414B0AA058414C655D07F51B2C41A7B06E441FA05841CC9D7FB7631B2C41A61E3BE628A05841087165F3291A2C41ED5E6F3034A05841FFF2AD53F5182C413C7DBBF749A058418A0050224E182C416CFAC15351A05841594BCC07A6172C41CAED1E5E56A05841036F905549162C41B943593E53A0584164A7FAA8AB152C41562682525AA0584108CE6C5513152C41C31B979066A05841F61A317068142C41A301C78968A05841E8CEA880C3132C41EB879C3665A05841DDD1153126132C41D495FF6966A058419A4AE9A88E122C412718EBF46EA058411C21649412122C418CF749327EA05841C66BA4F3CE112C4137EE29AB91A058415ACAA558B2112C419339AE25A6A05841624B42CA83112C413055C665B7A058411D73D533F8102C412B6F2470BFA058413E072424C50F2C41876CC0CCB8A05841F54D337A2B0F2C411ABF88F6BBA05841285A6701A30D2C41FC36A589D7A058415016F806370D2C410D74B2A7E3A05841329034E3F10C2C41E60A4334F4A058411AFC17D3D70C2C41CBE2645005A15841DC6162159F0C2C41CFD1AD0136A158412072939FA90C2C4188A66ED467A15841B7EADFF75C0C2C414CE3D8857FA15841204EB1F2590C2C41E3E7CE0E8CA15841E393E201830C2C41BC178CC79FA1584178A3BDC97B0C2C4157114BADB4A15841E08D2B7C500C2C4122DB5D78C7A15841E9153818120C2C41A688ED34D9A1584180536EC9770B2C4126ED394CF1A15841A44191718D0A2C411E575B0408A2584193B8F8E0040A2C41F3C40C8E11A25841725E17426F092C41EC61301719A25841C414516ACD082C41AAF0F0CF19A25841F4DFEF3726082C410988074C16A25841BACDA36580072C41397AB25515A25841611DE0E0E1062C41CDDA994617A25841DD392C3D27052C419F7CB5CF25A2584108ABD69ADD042C415129D5882AA2584134FDEDDE30042C4114530EAA2DA258413893C099FDFF2B418FAE78A451A25841ECB6C80C25FF2B41977BE3A55AA25841FE3C7FA516FF2B41103BDE3B60A2584144C1289A25FF2B418DF2D2376DA25841E2BBA7A6A4FF2B41952BD0158BA25841DEC4AC3CB1FF2B417A99F07FBCA25841AE2F26EE93FF2B4176F27D62D8A25841AE11465B1FFF2B413122F05AD9A258417167F61BF7FD2B41BAA16E03ECA25841"
71,40987,41058,"01020000206A0800000C00000066601BB0EEFD2B41970F7916EDA258418A94EB90E9FD2B41FBD51D79EFA2584120A4B91B1BFE2B41F100A58AECA258417E63E31634FE2B4103CC59DDF0A2584110C10272B1FE2B411A0FE2BAF8A258412C47BCE8C4FE2B41ED7321C80FA35841E8D89DE1EAFE2B41D51030CF0FA35841177C95CEEEFE2B4130F4F45A16A3584138EE22840DFF2B41C095D0CB1AA358410425796EB2002C411925E21125A35841DDCD421DF2002C418F5AFA9B29A358417CBA7060FE002C41EC4F2C0D26A35841"
72,41149,41211,"01020000206A0800000D000000EBFD6330A9002C415F3B6C3035A358414A12AFA49C002C41BE77662934A358413DC44231A0002C414A7A377236A3584106C2938BA6002C41132A165834A35841545F61958E002C41029368CB34A358417850FA726C002C41CEB7606E30A358413DBF104E05002C4153907E812CA35841AE6EB3D755FF2B413064329B29A35841D8F94051DEFE2B41E20E64EA29A358413E4526A27CFE2B418310F1B91DA35841E2A119306DFE2B4151383F0719A35841F1A3A6757DFE2B41AF1ACD4F13A358413529A40368FE2B41AC7CAA6410A35841"
73,41230,41459,"01020000206A08000043000000009D7690C1FE2B41E5931B6F11A35841BFB3679A80FE2B41F858792D15A358416D0407338BFE2B41A997E6AF15A35841D84DFDF992FE2B41126863920DA3584121E16C127AFE2B4136E5467102A35841B70133AE81FE2B4130FCABEDFAA2584110F8DAEC54FE2B412FBFCC65F2A25841807CE3060FFE2B4156DEF020F4A258419BFC379BC9FD2B41FC29F938F3A25841128E4A15EAFE2B417A2EAD2DE1A258411E5175EE56FF2B414478C9EEDCA25841962411098FFF2B41B11ECD28D7A2584150EB2440CCFF2B41302A0EA7AAA25841F8BA5849CFFF2B41B6D5A2E79EA258417A14A8F9FCFE2B417785339169A2584173BC2440FDFE2B413FC5C7B658A258418ECCCD4C42FF2B41D6FBC46E54A25841128E9EAA47042C41415CC9FE28A25841DD87C74492042C4114D8D88D24A25841C4D8A0BA35052C41063FE7CC21A2584175E3DE7DDB062C41089901D714A25841C23F4B446B072C41747A722813A258414AF08ADB54092C41F6F4ABE118A25841C7C47990EB092C412B5E432312A258410F602A2A040B2C41458ACEBBFCA158410FF6DE3BAC0B2C415C2E28C7E8A158418B20A56E300C2C41A5821B59CDA158419595C1DE580C2C41B4C45020BFA158413727504C700C2C4134C0FF15A1A158413E086C51490C2C41D6BD16CA88A1584135C7F1635A0C2C4121FF37857DA15841C9C9E5779D0C2C419BFF5D3168A1584174FC131D8C0C2C41ECB7F93345A15841C5CC9349940C2C410412FAED2CA15841F5CB42C6DB0C2C411ED21646F8A058411C602E842F0D2C41CE7F1358E3A05841B685FEE5860D2C41BBF8AAC8D7A05841A763D168030F2C41B77BEFCDBCA058417BEF43EA8E0F2C413793A6D1B7A0584125525F8122102C4106F6F94BBBA0584148269BE352112C41F4D0D3F7B7A05841375E2341A6112C41F0F27434A7A0584145EB18C0C3112C4192A20A6F91A058413A81D6190A122C41AD7E58AD7CA058414522C8038F122C41CE7A30C86CA05841D72757AD37132C41F84A08E663A058416859CE4C90142C41328DDD8267A0584188726DF730152C411B2F77E161A05841784AD393C7152C41E030EA1057A05841A723D2F661162C41AD6B935552A058414A41051A0E172C418A73866053A05841B7128A81B5172C41AAEEA2B651A05841024518345B182C411E78E0EB4BA058413B787FC9FE182C41772D406F43A0584149D9AF0CD71A2C4180DB6C253AA058413B87FEEC4B1C2C41DE5F752F30A05841E9422766AB1C2C41427CD78D28A058419C37556B0F1D2C417EA9EC4624A05841D6372574E81E2C4150CDBAB12AA0584136BA1DE9561F2C41AD69D65529A05841A06703292F202C41817AA56E31A05841DA4FDDA027212C410A5132FF34A0584197AA57846E222C411C7A52BF3EA05841933C3E7DCA272C4175AD16F72FA0584110401129D2272C41D80247F741A058411A969E592D282C411105DDDB4DA05841E86A640249282C4118D11A4F58A05841"
74,41950,42240,"01020000206A0800004E0000004EBABD9A28282C4179D987E758A05841532B022414282C4168B9591258A05841EC73B42B2D282C41D3EA4F0B53A05841553212F544282C411FC26F2B54A058411375F55238282C41B91205264CA05841DA4D1626D3272C41E453855940A05841BCC4B5130E202C41E7148C7C28A05841D0A1D2A0861F2C417578A5C223A05841587DAE2D7D1E2C416D2E8FD521A058410CDEB8403A1C2C41B7B3BE6627A05841AE60DF2DC41A2C41AEEE37482DA0584184337704C41A2C41FC9FBD4029A05841B2BED9E8AC1A2C41ACBD5B9327A05841E8503900EB192C416E3D9BDC2EA058418E078909EB182C41FC4CBE533DA05841A866605D5B172C4138ED19524AA058415290E12349162C41B582C6F147A05841110077DAD3152C415E9F7F254CA05841966CCE5E03152C41DA44369359A058411C900EA69A142C4147B44ED55DA05841AB25C5945D132C4152C8DCD75CA058414A8BAF75F3122C419328895862A058412D18246484122C41CCE7119669A05841CFFB98F910122C419D7069EB76A0584117FEF426C1112C4135F9771D88A0584124144B1BAF112C41DCB7103E9DA05841816FA37E77112C41FBAC2202AFA058417E1E0D38F8102C4147BEC4E8B8A05841C082A89E63102C41FEA4F6FDB8A05841D202FB45C50F2C413D5B0EA2B4A0584156A915EB200F2C4148F02A9CB7A05841054B4A85EE0D2C413036CE3FCCA058418C37053A680D2C41ACFF5FD5D7A058416AF92CD7050D2C4179536C2BE6A05841CB1D66A6CE0C2C4178E3A680F6A05841913C9546960C2C418E91C09A29A158413D2A5FD4A00C2C413452E5285EA15841EADDEB82500C2C413048798A79A1584198506087520C2C4149D003B887A158413E35337B720C2C4116C381BB94A15841780A520C7C0C2C4170549AA3A8A15841D70B0BB13E0C2C418853178AC5A15841C4851B88EA0B2C416B27AE24DAA1584175B85F24330B2C41804ED518F4A15841C1A42428460A2C41E969930B09A258416C2D4834C3092C41F971DF4311A25841C47693E737092C419B13DB9316A25841627007F509082C4118F4D77712A25841846A59DAEE062C41FBDDC2FF13A258414BA0476653052C411ABD7E8F21A258410EB0F4B2BA042C41A4BD34E628A258418079B52363042C41DC45B71D29A25841973827DDEF032C415BC27DDE2CA258419F19269F4DFF2B41DADF6D0757A2584161A09710FFFE2B41242486EA56A258413E9438ABE5FE2B419F79DA3044A25841D56E62D8A5FE2B4110AC86B745A258415586E6FA9AFD2B41BBE93F9343A258412AA3AB02ECFC2B41DC76F56D44A258411430FE5070FB2B418F8607565AA25841F43E80EBD8FA2B41DE96BE7B74A25841FD33AA4DC7FA2B41CEC448557AA25841C6D6E6C991FA2B41A9E5FA487FA25841C29D0586B1F92B411CC9E9C488A25841197C72A9C5F72B41602DC1399BA25841427C1AEEB2F52B41DF77EA37ACA25841051FE145A2F02B4110D1BB7BBAA258410EC178B9CEEF2B41D8A4DA50C7A25841F0053F7333EF2B41BB2CA12DC6A25841AC3D3370FBEE2B41B02D1FDAC8A258418268D62AD4EE2B413F444A52D0A258418987A850AEEE2B415B4239A1D3A25841D415892B33ED2B4186EECDF3B4A25841860282A6C3EC2B41B82F1B0DAFA258413A4742B2C4EA2B412767B02785A25841A5AEED9C8FEA2B415DFF1FEF82A25841A635535C37E92B413CE3059969A25841817C1ADA51E92B4101781D9567A25841"
75,42276,42370,"01020000206A0800001800000050770B31F2E82B4144043FF963A25841B82DC27798E82B41D32909D85DA25841B2CD54B280E82B4199B61AFB56A2584131B63E7571E82B41E60F6A0148A258411ED11F115EE82B410340963045A25841585AD70760E82B41F6C0346B38A25841F57F98D973E82B41BFA433BB15A258410F8E0B9892E82B418EDCAEFB0AA25841B4D2A24EA1E82B41426690D9F8A158417D3756019CE82B41A363B8D9D9A15841C80D45B6CAE82B41CCA363BE7EA15841A2A29074C7E82B41A15F47C362A158417E131AABEBE82B4134DA3A6730A158418B4A3D47EEE82B41E247DC1A13A158411CC49CCC10E92B41FD01ACC9F9A05841A298F92A37E92B410A3079FFA7A058414F2C06A218E92B416DFF849395A05841B5D54D65F2E82B410631D4E18EA05841FA0347ACA5E72B41CDDC92FF88A05841B525D73853E72B41D65938FE82A058412998AD4420E72B4107D7C30079A05841D59738C514E72B419385343361A05841E671FF403DE72B41EB64EB752FA05841761566932EE72B41E4236CFF25A05841"
76,43241,43286,"01020000206A0800000E00000084330D5A44E62B415288BA4F2FA05841F33349BF13E62B414779E3062BA05841EBA6635E0AE62B41780606AC2DA058412A68FC4637E62B4193E0691B31A058412C8E7E1AB4E62B41DE62307324A05841F98A421F94E62B415C3C40B320A05841AE60FAB7A8E62B41D90919721AA05841E263BE74F4E62B4139E8F35F1BA05841164261221CE72B41E5079E4B15A05841F9C6299318E72B413629DF360FA058419FFF84CDF5E62B417A9DDB060DA058418A658111FDE62B4144F32A640BA05841D07EEEA3EEE62B41FE37D7640CA05841BE181B49D5E62B4193982E6C07A05841"
77,43293,43322,"01020000206A0800000800000085C5D219BFE62B41D8BC5FFE08A058418E0717F217E72B419708F4F508A0584162C8BFC533E72B415104B5F117A05841B628EEB0E0E62B41D3238DB91CA05841424C21D3D6E62B4193D38FEC24A05841B3FE133CC6E62B4199470E6D21A05841B05F2C09CFE62B412172AC8E26A058419872DF8CF4E52B412FFBD22D29A05841"
79,44446,44607,"01020000206A0800002C00000054B3C601B8E62B415E7141142DA05841AF3FD427CFE62B41E0232AC01AA058417B3864E238E72B41BED5F5401BA0584181558AE99DE72B4160D22EA0569F5841FCE3DB8ADAE72B41E05E1A76539F5841C3C330E8B3E82B41A468C400559F5841E8A721E2A3E92B418AB1B58C519F5841FE755C13B7EA2B41EA14514B449F5841FB644E1A93EA2B41C901163D389F584104BF2DB0B4EA2B4177429CFEF39E584194F291668EEA2B411C544418E29E5841A99E6601C3EA2B41AF214C06D79E58414DD3B647CFEA2B419E596C1AC79E5841D3583D8FE3ED2B4180B2FAF3C19E5841CA96DD633FEF2B4133AEA980D99E584106AAA14FF3EF2B4128C0B92CE89E58412B4A4DE75EF12B412BBC85C90B9F5841D691540AAAF22B41D809E5E3339F58416020FECD35F32B411015D649499F5841E006BCA6E2F62B41D599EEEDEB9F584174491B28EAF82B41F4FF394B4AA05841F6AA36B99EFB2B418AB9F938DFA0584164D9551F4DFD2B41959E51BA25A158413F3DE7BBEEFD2B41871F4D563CA15841FF05E3024CFF2B41A04A674A66A1584196CFB5E18F032C41A13E69E5D2A1584148986D67BE042C41897EE92AFBA15841E585829DAE052C41DD3A620926A25841996697B1F9032C4125258076BFA25841500D919051032C41375C6A7DAFA2584156CEA096A5012C41050B6AE299A258416BA788C499002C417926977989A25841D4583B4F21002C41F7C8F77687A258418BC33E63C3FF2B41DA5EA4E788A258414AF0DB6AB0FF2B4122F318F68DA25841A046C794D4FF2B41D7E6DF3D97A2584179921696D3FF2B41FF28002FA3A258410BF994D9AFFF2B41DECDCB5FC2A2584101B8771FAAFF2B413F9AC0D7D5A258411965B799D8FE2B41E4026C23DEA2584157F3F7C39EFE2B41145BCE48E7A258418D074643C8FE2B41ED9D59B0E9A258417E770FDDCAFE2B419010576CEEA2584143047097B8FE2B4198905821EFA25841"
80,44641,44665,"01020000206A0800000A000000A23BFF1206FE2B410562ACB3FCA258419BC86055F1FD2B41D798ACBDFEA25841B0A0EF4506FE2B4101C53CDCFDA258411647F74EF8FD2B4176E08B0500A35841EA2B070D1BFE2B415663EF5B00A35841E8DE8BBD93FE2B412739F01BF9A25841A07353B8ADFE2B4134170BDFF9A258418FE9192DB2FE2B4138840BFEF7A25841A017B60862FE2B4169CD29E4F8A258411C70ABF91AFE2B4162720B9001A35841"
81,44777,44893,"01020000206A0800001600000004798E2DD5FD2B419DA7E9460CA35841C5AD71D5D8FD2B41F8ADCB8309A35841B480796BEDFD2B41BA33BBD618A3584190BCC2C3E5FD2B41F65DD86322A35841DA11B9BB52FC2B4146B258EE24A3584152FD7DDFCFFA2B41463F6E4D1FA3584197ED56E53EF92B41156AC0BE25A35841692E5FB338F92B416F5DB0E53BA3584147F55F17F0F52B41D03E5C673AA35841CE67C8E119F52B414E2555210EA3584185330365C8F42B412B2DEC5CEDA258411B5FB19780F42B41E6CDD1D0D8A258418910B8EC74F42B410E77B4FECEA258414830E91C83F42B417FE0FC52C7A25841F6F8F597A9F42B4129B9B952B9A25841D9DBC195D0F42B41DB3318F2B1A258415963DDA6EAF32B41248201E1AFA25841EA35A04245F12B41771A0571B7A2584100D87C75A6F02B41D1686480BAA258411E1408B2C0EF2B41CEC259F5C5A25841FD4E57E01BEE2B41B6B4057EC6A2584118FFC7EA2CEA2B417C99ED377AA25841"
82,44913,44985,"01020000206A0800000D00000074B7B4A516EA2B41B5DEE04979A258411C93677468E92B4118AC60EE6DA25841F084EF6766E92B41D21C921668A25841CB8258EF22E92B4197C5210262A25841448795360FE92B411D172C1E65A2584174B05813C4E82B4188B55E2E61A25841400B581E86E82B4141E755BA60A25841DD16A20756E72B419FAAFA0F6AA258413D00453EBCE62B41F82D76096CA258414108FAA8FCE52B41C513CE0561A25841FCF0B9604CE52B41D90CA2B653A25841C61C01AA1BE52B41D5FF3D184CA2584157E06694DAE42B41CE070FAF49A25841"
83,44998,45059,"01020000206A0800000A000000BA22503DC5E42B41BF9BC9124BA2584126259C8374E42B41B0CC007047A25841A2C7747A6FE22B41D50E092123A25841445AD4BD2CE22B4162DD180C33A2584101C25AC841E22B411780856339A25841205BC5BE37E22B41168352703EA258416333B20ED2E12B41400B1C1149A25841A5C0DDFDA6E12B410E71B5CC55A258413CAE63468AE02B417C09101F61A25841153EBF1F65E02B41C24818C264A25841"
84,45061,45091,"01020000206A08000008000000B6898C5660E02B4178CEF00365A258411DC358E03FE02B41D1DBF0E465A258411EF83F329CE02B418E65EABF86A25841CDD7DF7883E12B41043DD8D186A25841D0215823DFE12B41969D131F82A25841EB6A62A9D2E12B4129254B057DA25841E484531DB1E12B415A8EA53C7AA25841D8708099ABE12B41599661A373A25841"
85,45551,45616,"01020000206A0800000A0000005235960DA2E12B4165D49C8258A2584190AB2BA476E12B415BDCEDFF5CA25841C1625B1898E12B41B0B354C666A25841F5372B97A3E12B413024BB5571A25841385BB910CDE12B41F89AF25D7DA258412BBBA660F2E12B413EA8E9B181A25841DEEE7EF5F5E12B41CDF2DC8D8AA25841DBF3BEA138E22B415A9CD65797A258414C87E52546E32B410C52C07796A258415CE927FD5AE32B415683B9C798A25841"
86,45622,45660,"01020000206A08000007000000111AD4B865E32B41F3B4A4C099A25841043F142B39E32B4106018B889FA258417A4FC54048E32B41AEE5239EA5A2584136563000AFE32B41E431BBC1B0A258413BD26DA8A5E32B4161B34008B8A258414A818A34B0E32B41B6EBD385BCA25841E88A5D193CE42B414E33716ACFA25841"
87,45727,45979,"01020000206A0800003500000003EFB4D065E42B4190D0DD98D9A25841F00402BC6AE42B41C477B4B3DBA25841895F47C5FAE42B4157D18CBDDCA258414479046B4FE52B41763FC651E1A2584198C0A39070E52B41BCD68489E5A258412DA203BF9BE52B41AAD16CE1E1A25841E489C28DDAE52B41B0DD1822E1A25841B222F3B296E62B414D47B1A1E4A258412760B2BD17E72B419396360FE3A25841C1A1A6B263E72B415CF54AF6E4A2584103DE785982E72B41361FB8C7E7A25841E7A23B2FA8E72B41A1C28D2DFCA25841DC0DC84FDBE72B41A2987F6606A358414402D03FF8E72B41C3FC722314A358419A85569A7CE82B41D05501D636A3584184E183728FE82B41CFAB01AB3AA35841185DE0DDA0E82B4108690F303AA35841FC2B70DE78E92B4110E9D2F365A3584132015C8ADEEA2B41AEA4D6129DA35841F67368455BEB2B419E53DDFEAAA35841901FE9B7B1EC2B41B9992B59DEA358419102B6FD02EE2B41938DDFAD0CA45841F0DC34B164EF2B41715FCF280BA4584181187616FCEF2B41BE0F778703A45841CC6302183DF02B41A03D586002A458413FE7014405F12B4160AE08DE04A4584119786ECF6BF12B41AD372BB1FEA358415D28EB631EF22B411595D2CCEEA35841D929EEC41CF42B41759BB049DAA35841C46FFE1641F52B41F6E74F53B8A35841547FE0FC11F62B41658353879CA3584112E218D26FF62B4184959E638BA3584188E9AA15BAF62B41A943960D79A35841898A725768F72B41E230D8FD47A35841AAFC7198B0F72B41B6D1C2DE3CA35841828CD712FFF72B41712F21C934A358418D72484A4AF82B41E0A18B002FA358413A618089B6F82B41BE3EB70E2AA35841F118E7496CF92B41E227245527A35841428D9A61F3FB2B410EF688412FA358419721F70C99FC2B41489D377433A3584174662B17C3FC2B41F2D9F5A229A3584178F49343EAFC2B413737121D29A35841B07CAE1405FD2B410EF1740425A358417C56232670FD2B41CF11760828A358419D4248D0C4FD2B41002E3FE026A35841ACB204C3E2FD2B415F7928B124A35841EA89C17F06FE2B418108FEBB0FA35841FE7907A262FE2B41A46C38E502A3584142E4BCEC47FE2B41BF7BBE31FEA25841A00A89CC4DFE2B41C5292586F3A25841EF0FC24B7DFE2B41AEB8D48BEEA2584132F233CC9EFE2B4144BAA492EFA25841"
